-0.289, -0.023, -0.0085, 0.0155, 0.052, 0.015, 0.0285, -0.02, -0.0565, -0.097,  
-0.501901, -0.031483, -0.00868668, 0.0337218, 0.112656, 0.0326623, 0.0724524, -0.0248788, -0.0787515, -0.152597,  
-0.665639, -0.0312588, -0.00391643, 0.0534026, 0.177924, 0.0518236, 0.125071, -0.0205623, -0.0804186, -0.182719,  
-0.797014, -0.0258734, 0.00375491, 0.0737783, 0.245361, 0.0717761, 0.182243, -0.0106826, -0.0698537, -0.197151,  
-0.90646, -0.0174731, 0.0130735, 0.0943866, 0.313485, 0.0920885, 0.241486, 0.00254988, -0.0521214, -0.201846,  
-1.00061, -0.00738425, 0.0232587, 0.114941, 0.38138, 0.112493, 0.301266, 0.0177612, -0.0303533, -0.200503,  
-1.08376, 0.00355694, 0.0338155, 0.135263, 0.448469, 0.132818, 0.360622, 0.0340791, -0.00652207, -0.195466,  
-1.15879, 0.0148173, 0.0444272, 0.15524, 0.514391, 0.152957, 0.418951, 0.0509419, 0.0181163, -0.188245,  
-1.22763, 0.0260569, 0.0548916, 0.174802, 0.578925, 0.17284, 0.475879, 0.0679859, 0.042763, -0.179818,  
-1.2916, 0.0370618, 0.0650821, 0.19391, 0.641941, 0.192425, 0.531185, 0.0849764, 0.0669167, -0.170819,  
-1.35163, 0.0477011, 0.0749221, 0.212544, 0.703376, 0.211688, 0.584749, 0.101764, 0.0902719, -0.161656,  
-1.40836, 0.0578994, 0.0843683, 0.230697, 0.763207, 0.230617, 0.636519, 0.118256, 0.112653, -0.152584,  
-1.46226, 0.0676177, 0.0934002, 0.24837, 0.82144, 0.249206, 0.686489, 0.134398, 0.13397, -0.143762,  
-1.51367, 0.0768413, 0.102011, 0.265572, 0.878101, 0.267458, 0.734683, 0.150158, 0.154189, -0.13528,  
-1.56284, 0.0855712, 0.110206, 0.282313, 0.933228, 0.285376, 0.781142, 0.165525, 0.173313, -0.127185,  
-1.60999, 0.0938181, 0.117993, 0.298608, 0.986864, 0.302968, 0.825921, 0.180495, 0.191367, -0.119499,  
-1.65525, 0.101599, 0.125386, 0.314471, 1.03906, 0.320241, 0.86908, 0.195073, 0.20839, -0.112222,  
-1.69877, 0.108934, 0.132402, 0.329919, 1.08987, 0.337204, 0.910683, 0.209267, 0.224428, -0.105345,  
-1.74065, 0.115845, 0.139055, 0.344966, 1.13934, 0.353868, 0.950796, 0.223087, 0.239533, -0.0988524,  
-1.78099, 0.122356, 0.145364, 0.359628, 1.18752, 0.37024, 0.989483, 0.236547, 0.253755, -0.0927246,  
-1.81987, 0.128488, 0.151345, 0.373921, 1.23447, 0.386331, 1.02681, 0.249659, 0.267147, -0.0869405,  
-1.85737, 0.134263, 0.157014, 0.38786, 1.28023, 0.402149, 1.06283, 0.262436, 0.279759, -0.0814785,  
-1.89356, 0.139703, 0.162389, 0.401459, 1.32485, 0.417704, 1.09761, 0.274891, 0.291636, -0.0763176,  
-1.92849, 0.144828, 0.167483, 0.414731, 1.36838, 0.433004, 1.13121, 0.287037, 0.302826, -0.0714374,  
-1.96224, 0.149656, 0.172311, 0.42769, 1.41085, 0.448057, 1.16367, 0.298885, 0.313371, -0.0668186,  
-1.99485, 0.154205, 0.176888, 0.440348, 1.45231, 0.462872, 1.19505, 0.310446, 0.32331, -0.0624431,  
-2.02638, 0.158493, 0.181225, 0.452718, 1.49281, 0.477455, 1.2254, 0.321732, 0.332681, -0.058294,  
-2.05688, 0.162535, 0.185336, 0.46481, 1.53236, 0.491815, 1.25476, 0.332754, 0.34152, -0.0543557,  
-2.08639, 0.166345, 0.189231, 0.476636, 1.57102, 0.505958, 1.28318, 0.34352, 0.349858, -0.0506137,  
-2.11496, 0.169938, 0.192923, 0.488206, 1.60882, 0.519891, 1.3107, 0.354039, 0.357727, -0.0470546,  
-2.14263, 0.173325, 0.196421, 0.49953, 1.64578, 0.53362, 1.33735, 0.364322, 0.365155, -0.0436661,  
-2.16944, 0.176521, 0.199734, 0.510617, 1.68194, 0.547151, 1.36319, 0.374376, 0.372168, -0.0404368,  
-2.19543, 0.179534, 0.202872, 0.521475, 1.71733, 0.560491, 1.38823, 0.384209, 0.378792, -0.0373562,  
-2.22063, 0.182377, 0.205844, 0.532115, 1.75197, 0.573645, 1.41251, 0.393828, 0.385048, -0.0344147,  
-2.24507, 0.185058, 0.208658, 0.542542, 1.78589, 0.586619, 1.43607, 0.403241, 0.39096, -0.0316032,  
-2.26879, 0.187588, 0.211321, 0.552766, 1.81912, 0.599416, 1.45894, 0.412454, 0.396546, -0.0289135,  
-2.29182, 0.189974, 0.21384, 0.562794, 1.85168, 0.612043, 1.48114, 0.421474, 0.401826, -0.0263381,  
-2.31419, 0.192224, 0.216223, 0.572632, 1.8836, 0.624505, 1.50271, 0.430307, 0.406818, -0.0238699,  
-2.33592, 0.194347, 0.218475, 0.582287, 1.91488, 0.636805, 1.52366, 0.438959, 0.411537, -0.0215023,  
-2.35704, 0.196349, 0.220604, 0.591766, 1.94557, 0.648948, 1.54402, 0.447434, 0.415998, -0.0192293,  
-2.37757, 0.198237, 0.222614, 0.601074, 1.97567, 0.660938, 1.56382, 0.45574, 0.420218, -0.0170453,  
-2.39755, 0.200017, 0.224511, 0.610218, 2.0052, 0.67278, 1.58307, 0.463879, 0.424208, -0.0149451,  
-2.41698, 0.201695, 0.2263, 0.619202, 2.03418, 0.684477, 1.60181, 0.471859, 0.427981, -0.012924,  
-2.43589, 0.203276, 0.227987, 0.628033, 2.06264, 0.696033, 1.62004, 0.479682, 0.43155, -0.0109773,  
-2.4543, 0.204766, 0.229575, 0.636715, 2.09058, 0.707451, 1.63779, 0.487354, 0.434925, -0.00910104,  
-2.47224, 0.206169, 0.231069, 0.645252, 2.11802, 0.718735, 1.65507, 0.494879, 0.438117, -0.0072912,  
-2.48971, 0.20749, 0.232473, 0.65365, 2.14498, 0.729889, 1.67191, 0.502261, 0.441136, -0.00554421,  
-2.50673, 0.208733, 0.233791, 0.661914, 2.17147, 0.740915, 1.68831, 0.509504, 0.44399, -0.00385668,  
-2.52333, 0.209903, 0.235027, 0.670046, 2.19751, 0.751816, 1.7043, 0.516611, 0.446688, -0.00222548,  
-2.53952, 0.211002, 0.236184, 0.678051, 2.2231, 0.762597, 1.7199, 0.523586, 0.449239, -0.000647659,  
-2.55531, 0.212035, 0.237266, 0.685934, 2.24826, 0.773258, 1.7351, 0.530433, 0.451651, 0.000879535,  
-2.57071, 0.213005, 0.238276, 0.693697, 2.27301, 0.783804, 1.74994, 0.537156, 0.453929, 0.00235868,  
-2.58575, 0.213915, 0.239217, 0.701344, 2.29735, 0.794237, 1.76441, 0.543756, 0.456082, 0.00379217,  
-2.60043, 0.214769, 0.240092, 0.70888, 2.3213, 0.804559, 1.77854, 0.550238, 0.458115, 0.00518228,  
-2.61477, 0.215568, 0.240903, 0.716306, 2.34486, 0.814774, 1.79234, 0.556604, 0.460035, 0.00653112,  
-2.62877, 0.216316, 0.241653, 0.723626, 2.36806, 0.824882, 1.80581, 0.562858, 0.461847, 0.00784068,  
-2.64246, 0.217015, 0.242345, 0.730844, 2.39088, 0.834888, 1.81897, 0.569002, 0.463557, 0.00911283,  
-2.65583, 0.217668, 0.242981, 0.737961, 2.41336, 0.844793, 1.83183, 0.575038, 0.465169, 0.0103493,  
-2.66891, 0.218277, 0.243564, 0.744981, 2.43549, 0.854598, 1.8444, 0.58097, 0.466689, 0.0115518,  
-2.68169, 0.218844, 0.244095, 0.751907, 2.45728, 0.864308, 1.85669, 0.5868, 0.468121, 0.0127218,  
-2.6942, 0.219371, 0.244576, 0.758741, 2.47875, 0.873922, 1.8687, 0.59253, 0.46947, 0.0138608,  
-2.70644, 0.21986, 0.24501, 0.765485, 2.4999, 0.883445, 1.88045, 0.598163, 0.470739, 0.0149703,  
-2.71841, 0.220313, 0.245398, 0.772143, 2.52074, 0.892876, 1.89195, 0.603701, 0.471932, 0.0160513,  
-2.73013, 0.220731, 0.245742, 0.778715, 2.54128, 0.902219, 1.90319, 0.609146, 0.473053, 0.0171054,  
-2.7416, 0.221116, 0.246044, 0.785205, 2.56152, 0.911475, 1.9142, 0.6145, 0.474106, 0.0181334,  
-2.75284, 0.221471, 0.246306, 0.791615, 2.58147, 0.920645, 1.92498, 0.619766, 0.475093, 0.0191367,  
-2.76384, 0.221795, 0.246529, 0.797946, 2.60114, 0.929733, 1.93553, 0.624945, 0.476018, 0.0201161,  
-2.77463, 0.222091, 0.246714, 0.804201, 2.62053, 0.938738, 1.94587, 0.63004, 0.476884, 0.0210727,  
-2.78519, 0.222361, 0.246863, 0.810382, 2.63966, 0.947663, 1.956, 0.635052, 0.477693, 0.0220074,  
-2.79555, 0.222604, 0.246978, 0.816489, 2.65852, 0.95651, 1.96592, 0.639982, 0.478449, 0.0229211,  
-2.8057, 0.222823, 0.24706, 0.822526, 2.67712, 0.96528, 1.97564, 0.644834, 0.479153, 0.0238145,  
-2.81565, 0.223018, 0.247109, 0.828494, 2.69548, 0.973974, 1.98517, 0.649608, 0.479808, 0.0246886,  
-2.82541, 0.223191, 0.247128, 0.834395, 2.71359, 0.982594, 1.99451, 0.654307, 0.480416, 0.025544,  
-2.83499, 0.223343, 0.247117, 0.840229, 2.73146, 0.991141, 2.00367, 0.658931, 0.48098, 0.0263815,  
-2.84438, 0.223475, 0.247077, 0.845999, 2.7491, 0.999617, 2.01266, 0.663483, 0.481501, 0.0272017,  
-2.8536, 0.223587, 0.24701, 0.851707, 2.7665, 1.00802, 2.02147, 0.667964, 0.481982, 0.0280052,  
-2.86264, 0.223681, 0.246917, 0.857353, 2.78368, 1.01636, 2.03012, 0.672375, 0.482425, 0.0287927,  
-2.87152, 0.223757, 0.246798, 0.862939, 2.80065, 1.02463, 2.0386, 0.676718, 0.48283, 0.0295648,  
-2.88024, 0.223816, 0.246655, 0.868467, 2.81739, 1.03283, 2.04693, 0.680995, 0.4832, 0.0303219,  
-2.8888, 0.223859, 0.246488, 0.873937, 2.83393, 1.04097, 2.05511, 0.685206, 0.483537, 0.0310647,  
-2.89721, 0.223887, 0.246298, 0.879351, 2.85026, 1.04904, 2.06314, 0.689353, 0.483841, 0.0317936,  
-2.90547, 0.223901, 0.246086, 0.884711, 2.86639, 1.05706, 2.07102, 0.693437, 0.484115, 0.032509,  
-2.91359, 0.2239, 0.245854, 0.890017, 2.88232, 1.06501, 2.07877, 0.69746, 0.48436, 0.0332115,  
-2.92156, 0.223887, 0.245601, 0.89527, 2.89805, 1.07289, 2.08637, 0.701423, 0.484576, 0.0339015,  
-2.9294, 0.22386, 0.245328, 0.900472, 2.9136, 1.08072, 2.09385, 0.705327, 0.484766, 0.0345794,  
-2.9371, 0.223822, 0.245037, 0.905625, 2.92896, 1.0885, 2.10119, 0.709173, 0.484931, 0.0352456,  
-2.94468, 0.223772, 0.244728, 0.910727, 2.94413, 1.09621, 2.10841, 0.712962, 0.485071, 0.0359004,  
-2.95212, 0.223711, 0.244401, 0.915782, 2.95913, 1.10387, 2.11551, 0.716696, 0.485188, 0.0365443,  
-2.95944, 0.223639, 0.244057, 0.92079, 2.97395, 1.11147, 2.12249, 0.720375, 0.485283, 0.0371775,  
-2.96665, 0.223558, 0.243697, 0.925751, 2.9886, 1.11901, 2.12935, 0.724001, 0.485357, 0.0378003,  
-2.97373, 0.223467, 0.243322, 0.930668, 3.00308, 1.12651, 2.13609, 0.727575, 0.485411, 0.0384132,  
-2.9807, 0.223366, 0.242932, 0.93554, 3.01739, 1.13395, 2.14273, 0.731097, 0.485445, 0.0390164,  
-2.98756, 0.223258, 0.242527, 0.940368, 3.03154, 1.14133, 2.14926, 0.734568, 0.485461, 0.0396102,  
-2.99431, 0.223141, 0.242108, 0.945154, 3.04553, 1.14867, 2.15568, 0.73799, 0.485459, 0.0401949,  
-3.00095, 0.223016, 0.241676, 0.949898, 3.05936, 1.15595, 2.162, 0.741364, 0.485441, 0.0407707,  
-3.00749, 0.222883, 0.24123, 0.954602, 3.07304, 1.16319, 2.16822, 0.74469, 0.485406, 0.0413378,  
-3.01393, 0.222744, 0.240773, 0.959265, 3.08657, 1.17038, 2.17435, 0.747969, 0.485357, 0.0418966,  
-3.02027, 0.222598, 0.240303, 0.963888, 3.09994, 1.17752, 2.18037, 0.751202, 0.485292, 0.0424473,  
-3.02652, 0.222445, 0.239822, 0.968474, 3.11318, 1.18461, 2.18631, 0.75439, 0.485214, 0.04299,  
-3.03266, 0.222286, 0.23933, 0.973021, 3.12626, 1.19165, 2.19215, 0.757534, 0.485122, 0.0435251,  
-3.03872, 0.222121, 0.238827, 0.977531, 3.13921, 1.19865, 2.19791, 0.760634, 0.485018, 0.0440526,  
-3.04469, 0.221951, 0.238314, 0.982004, 3.15202, 1.20561, 2.20358, 0.763692, 0.484901, 0.0445729,  
-3.05057, 0.221775, 0.237791, 0.986441, 3.16469, 1.21252, 2.20916, 0.766708, 0.484773, 0.0450861,  
-3.05636, 0.221595, 0.237258, 0.990844, 3.17723, 1.21938, 2.21466, 0.769683, 0.484634, 0.0455923,  
-3.06207, 0.221409, 0.236716, 0.995211, 3.18963, 1.22621, 2.22008, 0.772617, 0.484485, 0.0460918,  
-3.06769, 0.221219, 0.236166, 0.999545, 3.20191, 1.23299, 2.22543, 0.775512, 0.484325, 0.0465847,  
-3.07324, 0.221025, 0.235607, 1.00385, 3.21406, 1.23972, 2.23069, 0.778368, 0.484156, 0.0470712,  
-3.07871, 0.220827, 0.23504, 1.00811, 3.22608, 1.24642, 2.23588, 0.781185, 0.483978, 0.0475515,  
-3.0841, 0.220625, 0.234465, 1.01235, 3.23799, 1.25308, 2.241, 0.783965, 0.483791, 0.0480257,  
-3.08941, 0.220419, 0.233883, 1.01655, 3.24977, 1.25969, 2.24604, 0.786708, 0.483596, 0.0484939,  
-3.09465, 0.220209, 0.233293, 1.02072, 3.26143, 1.26627, 2.25101, 0.789415, 0.483393, 0.0489563,  
-3.09982, 0.219997, 0.232696, 1.02487, 3.27297, 1.27281, 2.25592, 0.792086, 0.483183, 0.049413,  
-3.10492, 0.219781, 0.232093, 1.02898, 3.2844, 1.2793, 2.26075, 0.794722, 0.482965, 0.0498642,  
-3.10995, 0.219562, 0.231484, 1.03306, 3.29571, 1.28577, 2.26553, 0.797323, 0.482741, 0.05031,  
-3.11491, 0.219341, 0.230868, 1.03711, 3.30691, 1.29219, 2.27023, 0.79989, 0.48251, 0.0507504,  
-3.11981, 0.219117, 0.230247, 1.04114, 3.318, 1.29857, 2.27487, 0.802425, 0.482273, 0.0511857,  
-3.12464, 0.218891, 0.22962, 1.04513, 3.32898, 1.30492, 2.27946, 0.804926, 0.482031, 0.051616,  
-3.12941, 0.218662, 0.228987, 1.0491, 3.33986, 1.31124, 2.28398, 0.807395, 0.481783, 0.0520413,  
-3.13411, 0.218431, 0.22835, 1.05304, 3.35063, 1.31752, 2.28844, 0.809833, 0.481529, 0.0524618,  
-3.13876, 0.218198, 0.227707, 1.05696, 3.3613, 1.32376, 2.29284, 0.812239, 0.481271, 0.0528775,  
-3.14334, 0.217963, 0.22706, 1.06085, 3.37186, 1.32997, 2.29719, 0.814615, 0.481008, 0.0532886,  
-3.14787, 0.217727, 0.226408, 1.06471, 3.38233, 1.33614, 2.30147, 0.816961, 0.480741, 0.0536951,  
-3.15234, 0.217489, 0.225752, 1.06854, 3.3927, 1.34229, 2.30571, 0.819277, 0.480469, 0.0540972,  
-3.15675, 0.217249, 0.225092, 1.07236, 3.40296, 1.34839, 2.30989, 0.821564, 0.480194, 0.054495,  
-3.16111, 0.217008, 0.224428, 1.07614, 3.41314, 1.35447, 2.31402, 0.823822, 0.479915, 0.0548884,  
-3.16541, 0.216765, 0.22376, 1.0799, 3.42321, 1.36051, 2.3181, 0.826052, 0.479632, 0.0552777,  
-3.16966, 0.216522, 0.223088, 1.08364, 3.4332, 1.36652, 2.32212, 0.828255, 0.479346, 0.0556629,  
-3.17386, 0.216277, 0.222414, 1.08736, 3.44309, 1.3725, 2.3261, 0.83043, 0.479057, 0.0560441,  
-3.17801, 0.216031, 0.221736, 1.09105, 3.45289, 1.37845, 2.33003, 0.832578, 0.478765, 0.0564214,  
-3.18211, 0.215784, 0.221055, 1.09471, 3.4626, 1.38437, 2.33391, 0.8347, 0.47847, 0.0567948,  
-3.18615, 0.215537, 0.220371, 1.09836, 3.47223, 1.39026, 2.33774, 0.836796, 0.478172, 0.0571644,  
-3.19015, 0.215288, 0.219684, 1.10198, 3.48176, 1.39611, 2.34153, 0.838867, 0.477872, 0.0575303,  
-3.19411, 0.215039, 0.218995, 1.10558, 3.49121, 1.40194, 2.34527, 0.840912, 0.47757, 0.0578925,  
-3.19801, 0.21479, 0.218303, 1.10916, 3.50058, 1.40774, 2.34897, 0.842932, 0.477266, 0.0582511,  
-3.20187, 0.214539, 0.217609, 1.11272, 3.50986, 1.41351, 2.35263, 0.844928, 0.47696, 0.0586063,  
-3.20569, 0.214289, 0.216913, 1.11625, 3.51907, 1.41925, 2.35624, 0.8469, 0.476652, 0.058958,  
-3.20946, 0.214038, 0.216215, 1.11977, 3.52819, 1.42496, 2.35981, 0.848849, 0.476342, 0.0593063,  
-3.21319, 0.213787, 0.215514, 1.12326, 3.53723, 1.43065, 2.36334, 0.850774, 0.476031, 0.0596512,  
-3.21687, 0.213535, 0.214812, 1.12674, 3.54619, 1.4363, 2.36683, 0.852676, 0.475719, 0.059993,  
-3.22052, 0.213283, 0.214109, 1.13019, 3.55507, 1.44193, 2.37028, 0.854556, 0.475405, 0.0603314,  
-3.22412, 0.213031, 0.213403, 1.13363, 3.56388, 1.44754, 2.37369, 0.856414, 0.47509, 0.0606668,  
-3.22768, 0.212779, 0.212697, 1.13704, 3.57261, 1.45311, 2.37706, 0.85825, 0.474773, 0.060999,  
-3.23121, 0.212527, 0.211989, 1.14044, 3.58126, 1.45866, 2.3804, 0.860064, 0.474456, 0.0613282,  
-3.23469, 0.212275, 0.211279, 1.14381, 3.58984, 1.46419, 2.38369, 0.861857, 0.474138, 0.0616544,  
-3.23814, 0.212023, 0.210569, 1.14717, 3.59835, 1.46968, 2.38695, 0.863629, 0.47382, 0.0619776,  
-3.24155, 0.211772, 0.209857, 1.15051, 3.60679, 1.47516, 2.39018, 0.865381, 0.4735, 0.0622979,  
-3.24492, 0.21152, 0.209145, 1.15383, 3.61516, 1.48061, 2.39337, 0.867113, 0.47318, 0.0626154,  
-3.24825, 0.211269, 0.208432, 1.15714, 3.62345, 1.48603, 2.39653, 0.868824, 0.47286, 0.0629301,  
-3.25155, 0.211017, 0.207718, 1.16042, 3.63168, 1.49143, 2.39965, 0.870516, 0.472539, 0.063242,  
-3.25482, 0.210766, 0.207003, 1.16369, 3.63984, 1.4968, 2.40274, 0.872189, 0.472218, 0.0635513,  
